Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
2009,36.9,38.6,47.9,52.7,63.7,71.3,70.3,72.6,M,55.2,48.8,36.5,54
2010,33.2,32.1,43.1,57.2,65.8,73.3,75.5,76.1,67.7,55.8,47.5,31.6,54.9
2011,32.4,42.5,47.7,57.5,62.2,71.7,75.6,73,66.8,53.7,47.6,42.7,56.1
2012,39.9,41.3,55,57.1,66.2,68.7,75.3,71,66.3,55.6,44.1,43.3,57
2013,41.7,38.4,39.5,53,59.6,69.5,71.4,69.5,65.7,56.7,43.1,42,54.2
2014,28.1,39.4,42.3,53.5,62.7,70.9,70.4,70.4,68.9,57,41.2,42.9,54
2015,36,32.9,49.2,56.4,64.4,71.3,73.8,71.7,66.5,56.6,49.8,50.1,56.6
2016,34,39.4,51.5,54.7,61.6,71.3,75.2,74.6,70.5,59.5,49.4,41.2,56.9
2017,43,45.8,46.6,58.5,62.4,68.9,74.1,70.9,65.5,58.3,48.8,39.8,56.9
2018,32.6,48.9,44.6,51.6,67.1,72.3,72.9,71.8,72.3,59.6,43.8,39.8,56.4
2019,38.3,46.1,45.9,57,66.8,68.9,73.1,72.1,70.8,60.8,45.7,43.6,57.4
2020,41.6,42.3,52.2,53,59.1,68.9,74,72.9,66.3,59.9,50.7,39,56.7
2021,38.6,39.2,49.8,52.2,59.6,68,70.3,70.5,63.7,58.9,43.5,45.2,55
2022,34.1,40.5,46.9,51.8,62.5,68.2,72,69.7,63.1,51.3,46.1,37.8,53.7
